	MF: KIRC	METH: KIRC	GE: KIRC	MF: BRCA	METH: BRCA	GE: BRCA	MF: READ	METH: READ	GE: READ	MF: PRAD	METH: PRAD	GE: PRAD	MF: STAD	METH: STAD	GE: STAD	MF: HNSC	METH: HNSC	GE: HNSC	MF: LUAD	METH: LUAD	GE: LUAD	MF: THCA	METH: THCA	GE: THCA	MF: BLCA	METH: BLCA	GE: BLCA	MF: ESCA	METH: ESCA	GE: ESCA	MF: LIHC	METH: LIHC	GE: LIHC	MF: UCEC	METH: UCEC	GE: UCEC	MF: COAD	METH: COAD	GE: COAD	MF: LUSC	METH: LUSC	GE: LUSC	MF: CESC	METH: CESC	GE: CESC	MF: KIRP	METH: KIRP	GE: KIRP
VEGFA	0.0	0.188582163	0.220129504	0.00511273	0.16057291	0.036735838	0.0	0.004870749	0.133025815	0.021045342	0.020773331	0.080069177	0.0	0.015152603	0.069450294	0.0	0.001716094	0.080996384	0.0	0.009310037	0.019426285	0.003595146	0.023085642	0.072955946	0.027058851	0.067784019	0.028226503	0.026381215	0.052320854	0.013752451	0.0	0.001448416	0.037632022	0.017817076	0.156056622	0.003991383	0.0	0.011319743	0.10067514	0.0	0.00494617	0.015597426	0.055287323	0.158874697	0.096367718	0.0	0.016959875	0.120855931
VEGFB	0.0	0.006688621	0.040121198	0.005314792	0.028792428	0.091642716	0.0	0.011123046	0.041404358	0.0	0.011627901	0.023294127	0.0	0.022471884	0.021077755	0.0	0.001193744	0.023879269	0.0	0.045966111	0.026218914	0.0	0.007862969	0.032602818	0.0	0.023006332	0.063469453	0.0	0.00349858	0.104541591	0.0	0.020620548	0.047129299	0.011596931	0.034419971	0.060877942	0.0	0.003407451	0.007690955	0.0	0.015840306	0.043045603	0.084419086	0.027382865	0.075433362	0.040967571	0.026211995	0.032932393
VEGFC	0.0	0.057267259	0.060467121	0.0	0.0893177	0.117523741	0.0	0.558721435	0.033478943	0.0	0.119734043	0.032990048	0.039007834	0.330816227	0.011362072	0.00538226	0.038787767	0.119869122	0.041099074	0.212788832	0.143832479	0.0	0.016119914	0.033895864	0.0	0.010898338	0.076663185	0.027130495	0.429373892	0.026591541	0.050056373	0.136351892	0.023622549	0.007725274	0.067127131	0.183935288	0.0	0.607488966	0.035818565	0.0	0.053792972	0.131456742	0.056538671	0.333058041	0.259411335	0.0	0.093307132	0.060392452
VEGFD	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VENTX	0.0	0.189596046	0.097684809	0.0	0.329497846	0.138896886	0.0	0.063373502	0.091694067	0.0	0.061554802	0.035538257	0.012770038	0.011775344	0.014273861	0.0	0.313877247	0.050655652	0.0	0.309453926	0.062120853	0.0	0.007836849	0.032453133	0.0	0.186405339	0.129576552	0.0	0.332305116	0.070016984	0.0	0.039784354	0.044572188	0.003880332	0.27538121	0.135527039	0.0	0.240985325	0.072816693	0.0	0.131133831	0.160786463	0.0	0.393026375	0.210516562	0.0	0.132485324	0.045415229
VGF	0.0	0.049814487	0.144898442	0.0	0.264355097	0.124932828	0.0	0.079002231	0.049660947	0.0	0.12528603	0.148790374	0.0	0.085237735	0.015988164	0.005498245	0.185256187	0.056864863	0.0	0.272221607	0.150205017	0.0	0.032308324	0.038012579	0.030402773	0.198499913	0.14362239	0.0	0.158314615	0.085387585	0.0	0.20154576	0.094825852	0.0	0.137389202	0.184391669	0.0	0.124228081	0.073276897	0.0	0.054423516	0.077089317	0.0	0.288090881	0.117189076	0.0	0.038773965	0.023393248
VHL	1.0	0.025006911	0.042417112	0.0	0.052129024	0.003738435	0.0	0.231886625	0.032221361	0.0	0.093413144	0.034401895	0.0	0.228699893	0.041008727	0.0	0.147563176	0.014836434	0.0	0.140892575	0.03148494	0.0	0.023156773	0.039706997	0.0	0.213201039	0.063148148	0.0	0.1006334	0.031652811	0.0	0.058029181	0.038672967	0.007727351	0.179624284	0.036174519	0.005395217	0.111101933	0.016522974	0.0	0.193507833	0.014304281	0.0	0.029002974	0.011220383	0.040856575	0.003691876	0.013075558
VIM	0.0	0.037544179	0.177500922	0.005310689	0.372643523	0.173953961	0.0	0.275234743	0.082107387	0.0	0.384843281	0.097995948	0.026105271	0.507799404	0.036377885	0.010988206	0.091114806	0.066703971	0.0	0.093774631	0.163818128	0.0	0.004953449	0.006735637	0.03077348	0.50006957	0.185351962	0.0	0.261593894	0.012962102	0.0	0.325586648	0.044695065	0.011585948	0.005281785	0.187523292	0.005446199	0.380346225	0.067159754	0.0	0.056926713	0.204899382	0.0	0.249788467	0.273848937	0.040987495	0.023594817	0.113987988
VIP	0.0	0.140717687	0.069320779	0.005308932	0.112071317	0.318145546	0.0	0.160926469	0.297947815	0.0	0.011895321	0.072978761	0.013030378	0.101139182	0.290896925	0.00545733	0.061377918	0.285459613	0.040943452	0.078212582	0.231645034	0.0	0.00706156	0.03035902	0.0	0.043585099	0.164288506	0.027084285	0.003617441	0.447531245	0.0	0.041766886	0.00995758	0.0	0.067784687	0.401106926	0.01088081	0.068272756	0.355216012	0.0	0.17575031	0.256229667	0.0	0.136255963	0.363429885	0.0	0.077968307	0.175819614
VIPR1	0.012781726	0.0	0.033345748	0.0	0.0	0.139107252	0.0	0.0	0.057649568	0.0	0.0	0.008493038	0.0	0.0	0.052828822	0.0	0.0	0.051237087	0.0	0.0	0.391830974	0.0	0.0	0.135493183	0.030531079	0.0	0.03391691	0.0	0.0	0.011308606	0.024653637	0.0	0.413717425	0.007670487	0.0	0.073939422	0.0	0.0	0.158520509	0.0	0.0	0.358536841	0.0	0.0	0.162919146	0.0	0.0	0.178398991
VIPR2	0.0	0.393336813	0.15054827	0.005279252	0.588459408	0.214874521	0.0	0.734456816	0.195572398	0.0	0.405878695	0.106833473	0.012736199	0.411519593	0.180076958	0.010855693	0.654524815	0.187208057	0.020405934	0.710092619	0.104067611	0.0	0.088660186	0.19466055	0.0	0.711261543	0.495481492	0.0	0.643462194	0.305480711	0.024843223	0.464734216	0.226316508	0.0	0.713725908	0.370043317	0.010739021	0.706485603	0.152229736	0.0	0.337878453	0.233523164	0.0	0.734741018	0.354438726	0.0	0.219748844	0.196535883
VLDLR	0.0	0.02945566	0.02743052	0.015900492	0.08330504	0.181518478	0.0	0.075100885	0.140691491	0.0227648	0.026355773	0.009810063	0.012413949	0.01746595	0.10512692	0.010943335	0.045916877	0.087949753	0.020016229	0.06748938	0.102327949	0.003557476	0.039795388	0.151304291	0.060770129	0.012914457	0.094957129	0.0	0.126135349	0.156379171	0.024838832	0.133921835	0.041085464	0.007455875	0.00944452	0.051188878	0.005393476	0.170795812	0.123786978	0.0	0.032186059	0.040804345	0.080128953	0.073596815	0.0677064	0.040754922	0.014461933	0.035780061
VMP1	0.025672155	0.003844848	0.053908196	0.010626773	0.020238769	0.049470446	0.0	0.015913353	0.009665129	0.0	0.03019449	0.053612767	0.012952122	0.022804594	0.050470896	0.016473832	0.037649705	0.069542613	0.123033783	0.033795004	0.128507653	0.007169236	0.009666939	0.008906141	0.061481753	0.035536139	0.014183308	0.027127316	0.006670573	0.083701262	0.025028351	0.016406732	0.057732118	0.007721083	0.019680528	0.064803393	0.010889776	0.005003586	0.023615661	0.054857871	0.001183417	0.061244655	0.055451837	0.004696512	0.121343472	0.040961947	0.023557473	0.083028421
VNN1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VNN2	0.0	0.525298419	0.075506956	0.0	0.21975228	0.016494081	0.028360673	0.073484769	0.149423392	0.0	0.150711818	0.025869111	0.013003786	0.040921743	0.029759519	0.0	0.217102756	0.012017799	0.040767838	0.002582142	0.14850926	0.003603693	0.043800553	0.03478926	0.030657354	0.074848079	0.173872731	0.0	0.136847155	0.003753992	0.0	0.193795	0.078651588	0.015354056	0.063252262	0.079632591	0.0	0.082412024	0.13309267	0.0	0.007359101	0.199761327	0.0	0.047616821	0.15051366	0.0	0.177811582	0.054379774
VNN3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VPS28	0.012838008	0.020605625	0.003116322	0.0	0.049156751	0.064472187	0.0	0.047297699	0.012350018	0.0	0.04378198	0.016648936	0.025783125	0.020716832	0.027916299	0.0	0.037781501	0.000924492	0.0	0.009223446	0.010277123	0.0	0.049663766	0.003394868	0.030560564	0.040462983	0.022406101	0.0	0.055259192	0.007803966	0.0	0.062083541	0.065810637	0.003813334	0.069185509	0.036521065	0.0	0.027589764	0.026731035	0.0	0.060321481	0.018326555	0.027990946	0.049675365	0.069737528	0.040953729	0.041437978	0.004051014
VPS33B	0.0	0.005505608	0.00288516	0.021205131	0.007511927	0.013279441	0.0	0.004863198	0.005411389	0.0	0.011546942	0.006620924	0.0	0.005757115	0.013303229	0.016404974	0.006578508	0.001576726	0.019921094	0.012784649	0.017627462	0.0	0.003225189	0.003947683	0.0	0.009377952	0.010752332	0.0	0.009827726	0.013404788	0.024975118	0.009625571	0.050610206	0.011545995	0.003521019	0.005528522	0.01087668	0.002298787	0.004938315	0.0	0.007413414	0.007747388	0.028212237	0.007508033	0.013067855	0.0	0.004865641	0.023224355
VPS37A	0.025610219	0.008284151	0.002652276	0.015722287	0.005554856	0.015362722	0.0	0.000135303	0.028494968	0.0	0.004495464	0.085396968	0.012788904	0.005240338	0.032537595	0.005497693	0.002057147	0.007453691	0.0	0.001334344	0.004256736	0.0	0.002113921	0.010464131	0.0	0.000389231	0.061782277	0.02704119	0.010520157	0.006714199	0.0	0.011237364	0.009945099	0.003839934	0.00117645	0.003333596	0.005424409	0.002015435	0.017033987	0.0	0.013618651	0.003895376	0.0	0.00641682	0.02332571	0.04087858	0.003371132	0.022389448
VPS37B	0.012830913	0.020349994	0.033829868	0.0	0.143015152	0.055470008	0.0	0.055961084	0.052500367	0.022768587	0.063229726	0.021393541	0.0	0.157972465	0.013851633	0.005493158	0.042324805	0.063059677	0.0	0.107048623	0.051428064	0.0	0.042370513	0.059737469	0.0	0.08796164	0.013000475	0.0	0.022904709	0.076181826	0.0	0.043587777	0.02273771	0.003878934	0.021440276	0.072764083	0.005382605	0.014486286	0.056642613	0.0	0.053400225	0.071575916	0.0	0.129332828	0.078601182	0.0	0.025602845	0.033823426
VPS37C	0.0	0.013821793	0.00494557	0.0	0.009186777	0.068294689	0.0	0.022727665	0.001184393	0.0	0.009220787	0.06651663	0.012774785	0.00053362	0.01356159	0.0	0.015212078	0.011820415	0.020283731	0.018882281	0.00649436	0.0	0.00071976	0.015075335	0.030769336	0.008620803	0.004217437	0.027128809	0.014559888	0.043471365	0.0	0.006158228	0.072188014	0.011542898	0.004122225	0.011503557	0.0	0.011490062	0.001284968	0.0	0.022520904	0.009442788	0.0	0.011079699	1.52e-05	0.0	0.014282747	0.009651031
VPS37D	0.0	0.009394015	0.041303227	0.0	0.005592021	0.073755479	0.0	0.021691826	0.039281176	0.0	2.21e-05	0.041262422	0.0	0.01462394	0.025177358	0.0	0.00192354	0.010073821	0.02043017	0.005639542	0.109913917	0.0	0.003032963	0.054624237	0.0	0.028641735	0.036167819	0.027043768	0.007020968	0.012093397	0.0	0.009224432	0.048905307	0.003831837	0.016280931	0.021983012	0.0	0.009887391	0.037776731	0.0	0.007548596	0.138067389	0.0	0.00784177	0.276414969	0.040965038	2.1e-05	0.009356187
VPS4A	0.0	0.027302343	0.001930527	0.010619463	0.028847516	0.050826241	0.0	0.014936616	0.0069227	0.0	0.012375615	0.00011265	0.026063898	0.03329266	0.021909388	0.010980144	0.016892025	0.031780108	0.0	0.017005267	0.021728864	0.0	0.009075935	0.022521183	0.030712519	0.050214007	0.013752174	0.0	0.021003116	0.02339351	0.0	0.012141012	0.017961342	0.007649157	0.05566057	0.034575966	0.0	0.003062958	0.013038183	0.0	0.009463016	0.011980677	0.027979729	0.020119817	0.045136209	0.040937016	0.006899386	0.022156192
VPS4B	0.0	0.010427237	0.011422305	0.005314011	0.00491234	0.030718291	0.0	0.001481475	0.082504472	0.0	0.000925051	0.063536342	0.013057055	0.011536158	0.006251545	0.0	0.004047268	0.059848807	0.0	0.003020767	0.034425547	0.003603954	0.006235086	0.028364161	0.0	0.005621427	0.02266475	0.0	0.011999145	0.009318577	0.074869181	0.001630052	0.011499726	0.023040444	0.005153131	0.028711335	0.0	0.009264353	0.070433843	0.0	0.007572946	0.000194116	0.055043932	0.001687746	0.041723974	0.0	0.000357431	0.039230854
VPS51	0.0	0.082625113	0.011870599	0.0	0.062798169	0.059434768	0.0	0.002394572	0.005480325	0.022599511	0.036578808	0.036567701	0.064502955	0.0128541	0.038049201	0.0	0.059768608	0.033201918	0.020497849	0.072879421	0.02397746	0.0	0.046741495	0.012406215	0.0	0.048007678	0.046896899	0.0	0.068299258	0.044111775	0.024985261	0.034704723	0.018010224	0.00768112	0.104020911	0.095353458	0.0	0.0059312	0.019880913	0.0	0.033710252	0.035756265	0.0	0.108861945	0.125961877	0.040930964	0.077964338	0.040421848
VPS52	0.0	0.001166385	0.003242938	0.010616647	0.033065113	0.017706922	0.0	0.034955135	0.002281951	0.022399449	0.038113549	0.012498896	0.0	0.010017136	0.000910318	0.021943719	0.033724282	0.033771567	0.019785597	0.050741236	0.026007733	0.003603312	0.010791956	0.001240836	0.029939908	0.041685066	0.003566779	0.0	0.012621614	0.009405357	0.025029566	0.018600756	0.06871862	0.00758214	0.041659564	0.008984043	0.005274452	0.00709253	0.006966628	0.0	0.023106916	0.006269625	0.028166119	0.010378927	0.006134668	0.040846217	0.002129245	0.005957024
VPS53	0.0	0.018431586	0.028269028	0.020894027	0.000794148	0.074332272	0.0	0.017709482	0.019578351	0.0	0.020841171	0.005044819	0.0	0.028147472	0.001362643	0.015825277	0.006829448	0.025366142	0.0	0.001614854	0.03467363	0.0	0.007442858	0.008437931	0.059998324	0.055702522	0.022512712	0.0	0.018487046	0.040149059	0.024467431	0.0241627	0.016089421	0.015021452	0.070889846	0.024717619	0.021534157	0.006505283	0.020313169	0.0	0.018591314	0.038894058	0.0	0.03707018	0.002960018	0.040632719	0.027473902	2.2e-05
VPS54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VPS72	0.0	0.0	0.003653421	0.010630715	0.0	0.068986747	0.0	0.0	0.02800918	0.0	0.0	0.01069028	0.0	0.0	0.014420573	0.011008447	0.0	0.023857698	0.0	0.0	0.082917691	0.0	0.0	0.018899521	0.0	0.0	0.022328225	0.0	0.0	0.04651161	0.0	0.0	0.122486415	0.003883396	0.0	0.038430622	0.010890231	0.0	0.025832579	0.0	0.0	0.052022432	0.0	0.0	0.007472217	0.0	0.0	0.006613093
VRK1	0.0	0.005447427	0.008416569	0.005314771	0.007376965	0.026538563	0.0	0.025050025	0.031039868	0.0	0.00397471	0.00413422	0.0	0.01988329	0.066310544	0.00550453	0.022049396	0.061104846	0.020484378	0.012561957	0.042545806	0.0	0.010048125	0.018959323	0.030778204	0.044481702	0.079677743	0.0	0.024892198	0.065976841	0.0	0.016006891	0.090491737	0.0	0.089122692	0.099057332	0.0	0.000944005	0.067622668	0.0	0.017569155	0.108522706	0.027942901	0.011005025	0.110236987	0.040969328	0.002391554	0.002756575
VRK3	0.038318322	0.00100142	0.00323463	0.0	0.006152996	0.009014596	0.028238426	0.011406582	0.030829153	0.0	0.026834956	0.000244919	0.025151007	0.084613216	0.018739742	0.010917135	0.004600382	0.001675091	0.019772668	0.012402459	0.015022897	0.0	0.007827205	0.041759818	0.030239695	0.025003155	0.010527066	0.0	0.000789164	0.006251618	0.0	0.020524109	0.001237639	0.007336792	0.020481817	0.021075162	0.016219696	0.005443498	0.045947284	0.0	0.001506279	0.024947824	0.0	0.002221772	0.001330835	0.0	0.015662687	0.01086089
VSIR	0.0	0.008981396	0.0	0.0	0.0226086	0.0	0.0	0.028133326	0.0	0.0	0.008213125	0.0	0.0	0.02357359	0.0	0.0	0.042645166	0.0	0.0	0.043160634	0.0	0.0	0.002159929	0.0	0.0	0.086928175	0.0	0.0	0.064666063	0.0	0.0	0.018418011	0.0	0.0	0.029247948	0.0	0.0	0.006289787	0.0	0.0	0.057035783	0.0	0.0	0.073984875	0.0	0.0	0.019680025	0.0
VTA1	0.0	0.008409375	0.019006109	0.0	0.004893038	0.009006452	0.0	0.007480448	0.010997981	0.022746726	0.001347683	0.033079834	0.0	0.002664067	0.019235652	0.010946657	0.004958846	0.000800345	0.0	0.006922449	0.008792844	0.003594091	0.002099584	0.036326462	0.0	0.006321983	0.023700624	0.026923153	0.008724171	0.07751478	0.0	0.005963797	0.026997049	0.003729145	0.002815754	0.057564097	0.0	0.002715255	0.023863621	0.0	0.011703019	0.05837372	0.0	0.005017728	0.060060217	0.0	0.003187163	0.009595721
VTI1A	0.0	0.010010926	0.045945661	0.0	0.001224418	0.026054877	0.028306804	0.0032476	0.003523891	0.0	0.003380029	0.041748354	0.0	0.010441925	0.001313126	0.0	0.000215307	0.017820552	0.0	0.003323551	0.006295664	0.0	0.002299161	0.038949774	0.0	0.002464168	0.001651542	0.0	0.016106336	0.0106935	0.025002647	0.00418564	0.029963104	0.003781186	0.00369902	0.02870266	0.005284707	0.000937507	0.003549391	0.0	0.016407337	0.005866982	0.0	0.001078282	0.040825879	0.0	0.005704187	0.065792171
VTI1B	0.0	0.001769119	0.018857422	0.0	0.005769256	0.045592568	0.0	0.021997304	0.039731639	0.0	0.035290879	0.00133129	0.0	0.028974104	0.013010971	0.0	0.010430364	0.001986855	0.020377934	0.008134271	0.015994722	0.007171993	0.003359422	0.015786524	0.030513074	0.025658645	0.010300551	0.0	0.014675102	0.025976079	0.0	0.006343357	0.020185205	0.007602803	0.010517241	0.021214872	0.0	0.00296449	0.043556408	0.0	0.000894771	0.010136298	0.0	0.003896746	0.002568043	0.04093601	0.005542235	0.008782395
VTN	0.0	0.072335103	0.137864849	0.005249831	0.187051264	0.07300435	0.028249805	0.242239625	0.05074834	0.022773478	0.163037442	0.103752786	0.025811517	0.219004792	0.036149829	0.005500747	0.000124893	0.036584954	0.020538702	0.085984995	0.242707535	0.007207956	0.120675294	0.130840896	0.0	0.304462308	0.197058276	0.0	0.123516606	0.084981109	0.0	0.150950376	0.054782292	0.003880546	0.073762864	0.247946083	0.010851062	0.23555764	0.058951778	0.0	0.072155333	0.309406277	0.0	0.114841089	0.403437952	0.0	0.033771309	0.242659457
VWA1	0.0	0.004826904	0.076485615	0.005309751	0.04187225	0.066720204	0.0	0.065141493	0.010624585	0.0	0.044223735	0.042485477	0.013030675	0.090896625	0.027023663	0.0	0.025963428	0.018560914	0.0	0.046774351	0.043145634	0.0	0.023137959	0.119980766	0.0	0.04208909	0.043476528	0.0	0.065015053	0.041367566	0.025006595	0.08283841	0.027061301	0.007555861	0.114787269	0.00398432	0.010857596	0.065495484	0.037317954	0.0	0.006756707	0.062338322	0.05638355	0.09025232	0.053464508	0.0	0.09944605	0.069396483
VWF	0.025620832	0.315340382	0.223904552	0.026516841	0.2442162	0.263528818	0.0	0.196976373	0.03876643	0.090622304	0.218448007	0.030914608	0.076615267	0.086544713	0.01436196	0.047778782	0.070904503	0.014747651	0.03984285	0.173414372	0.288093575	0.00720587	0.061406475	0.041353164	0.092019092	0.010407508	0.13157126	0.054019059	0.0312127	0.065864535	0.049931741	0.337862246	0.185237479	0.037828943	0.037822255	0.155441156	0.032224168	0.219161026	0.043008037	0.162427688	0.048385571	0.315925608	0.19181868	0.003136712	0.308118537	0.040876816	0.145266047	0.025559726
WAPL	0.0	0.007862017	0.0	0.0	0.000526484	0.0	0.0	0.007332373	0.0	0.0	0.001633278	0.0	0.0	0.003331807	0.0	0.0	0.006572568	0.0	0.0	0.000475835	0.0	0.0	0.003078215	0.0	0.0	0.009050107	0.0	0.0	0.004477185	0.0	0.0	0.001402337	0.0	0.0	0.006069669	0.0	0.0	0.003804379	0.0	0.0	0.01013374	0.0	0.0	0.003774996	0.0	0.0	0.002603603	0.0
WAS	0.0	0.333152722	0.143978534	0.021248752	0.251886248	0.028920129	0.0	0.157714542	0.08310995	0.0	0.096045739	0.021070704	0.0	0.060069135	0.030588859	0.01089789	0.356722656	0.031011356	0.0	0.251748174	0.116582306	0.0	0.021924293	0.048759811	0.061153015	0.208746756	0.06333019	0.0	0.108010328	0.02836874	0.0	0.199489816	0.027899193	0.023190682	0.223882474	0.036289731	0.0	0.169730914	0.103589289	0.0	0.172243717	0.166214147	0.0	0.241825326	0.078985295	0.0	0.163756893	0.084886252
WASF1	0.0	0.002685293	0.032182156	0.0	0.016696772	0.0798301	0.0	0.000119359	0.041976405	0.045516587	0.006372351	0.044921731	0.012441565	0.104910063	0.016386875	0.0	0.006142521	0.026607313	0.058872061	0.004360416	0.110083706	0.0	0.007156544	0.074690165	0.0	0.00740987	0.05496839	0.0	0.015422311	0.105866976	0.0	0.002066916	0.057524259	0.014873506	0.004652929	0.013743577	0.0	0.010581217	0.020360661	0.0	0.003102646	0.196244738	0.052710621	0.001698307	0.03976012	0.0	0.004493694	0.035874562
WASF2	0.012808751	0.00669621	0.020317101	0.00530966	0.018369531	0.110743084	0.0	0.009936575	0.034019981	0.0	0.000889387	0.021629731	0.012971637	0.003646517	0.035656067	0.016446556	0.002841296	0.019819802	0.0	0.025490515	0.07753941	0.003543963	0.020644988	0.021499309	0.0	0.016450475	0.096270761	0.054097754	0.004544138	0.009575374	0.024610895	0.029528592	0.11120723	0.00757085	0.004422013	0.111726381	0.0	0.006082867	0.039031945	0.0	0.000485278	0.007417291	0.028105177	0.001547897	0.03597484	0.0	0.012545905	0.010201576
WASF3	0.012822914	0.149047166	0.103769349	0.0	0.121996553	0.264767147	0.0	0.194404443	0.117907291	0.0	0.006862823	0.07184368	0.051370889	0.297566546	0.073618058	0.005415406	0.067204889	0.045257519	0.02039792	0.083984212	0.259551041	0.0	0.003573184	0.211194596	0.0	0.007540209	0.165618954	0.0	0.350436226	0.230848802	0.049953171	0.123621248	0.068510111	0.011279346	0.006593263	0.194233508	0.021651004	0.458462225	0.104159965	0.0	0.024441789	0.22106078	0.112249284	0.161671368	0.260296769	0.0	0.000482326	0.070563235
WASL	0.038486407	0.008719244	0.034618246	0.0	0.001278421	0.004853972	0.0	0.004102872	0.058647739	0.0	0.010389462	0.003946714	0.038538874	0.006039285	0.010689596	0.010984054	0.003228483	0.025236883	0.02024985	0.005965803	0.001396957	0.0	0.00552527	0.017112965	0.0	0.006013557	0.05097745	0.0	0.000136693	0.028740468	0.050036228	0.005831917	0.01028925	0.007646854	0.007620582	0.06827492	0.005442612	0.005763447	0.076578768	0.0	0.01529382	0.01766814	0.028164601	0.002791359	0.049585508	0.040936606	0.002211012	0.002794003
WDR12	0.0	0.005002892	0.015205393	0.005308302	0.017579883	0.048735769	0.0	0.007750661	0.083182525	0.0	0.023194275	0.067466677	0.012548854	0.0072446	0.099681234	0.0	0.016803145	0.017587604	0.0	0.017341657	0.14085489	0.0	0.027219547	0.01536876	0.0	0.028740505	0.057391659	0.0	0.015574945	0.104352458	0.0	0.019479267	0.085749791	0.007554821	0.031381869	0.112393893	0.0	0.007475515	0.086129997	0.0	0.016954421	0.152632313	0.0	0.000513283	0.082610266	0.081772891	0.020925923	0.011237551
WDR18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WDR24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WDR3	0.0	0.006451548	0.004447217	0.015708971	0.002025977	0.014815559	0.0	0.012833952	0.069347605	0.022714115	0.008429725	0.009774951	0.0	0.003422113	0.061078957	0.010853021	0.007554328	0.001354575	0.040851549	0.018390997	0.066475444	0.003602065	0.006660381	0.044934887	0.030331442	0.016981025	0.002763137	0.026850224	0.005985368	0.047811484	0.024326925	0.001473628	0.033758039	0.018792243	0.01063793	0.040929645	0.032055945	0.002221229	0.072208356	0.054425752	0.002679034	0.081906762	0.026116312	0.001317986	0.046851127	0.0	0.006561117	0.025212672
WDR33	0.012754462	0.016708701	0.000808873	0.021165695	0.02340071	0.027942806	0.056414159	0.008412124	0.018450942	0.0	0.004562218	0.020045446	0.038184317	0.023993155	0.012706766	0.02738631	0.016024268	0.008367802	0.020282889	0.018821433	0.030437075	0.007196102	0.000121625	0.01600375	0.0	0.007110532	0.017861677	0.053777312	0.027151909	0.019656435	0.073711937	0.002376295	0.006388368	0.018638383	0.006238081	0.013457931	0.005182269	0.010238637	0.018108111	0.0	0.012834785	0.021712202	0.135869738	0.043796646	0.001612274	0.122451649	0.004437005	0.002934631
WDR36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WDR41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WDR43	0.0	0.004520479	0.018891806	0.0	0.000245544	0.028552443	0.0	0.001474689	0.077737242	0.0	0.005156895	0.010314044	0.012879869	0.002449005	0.078212434	0.0	0.000918258	0.023772791	0.0	0.004287311	0.064457818	0.0	0.00328067	0.029775476	0.0	0.005997847	0.024122316	0.0	0.005427955	0.077504856	0.0	0.000710474	0.017076832	0.015367021	0.005736045	0.025013764	0.005442907	0.003255545	0.099027096	0.0	0.009515414	0.108652125	0.028050009	0.005467644	0.035102204	0.0	0.000752037	0.003344583
